Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
35,Travel_Rarely,370,Research & Development,13,1,1,Male,1,Laboratory Technician,2,Divorced,17391,3,No,21,4,4,2,8,4,1,20,2,12,1,Yes
20,Travel_Rarely,1067,Human Resources,11,2,4,Male,3,Healthcare Representative,4,Married,11048,7,No,14,3,3,1,4,2,1,8,14,3,7,No
37,Travel_Rarely,309,Human Resources,22,2,3,Female,5,Sales Executive,3,Divorced,12424,4,No,16,4,1,0,17,4,1,16,6,14,4,No
39,Non-Travel,877,Human Resources,5,3,1,Male,3,Manufacturing Director,1,Single,3222,9,No,12,3,2,0,3,0,2,6,1,13,0,Yes
26,Travel_Frequently,1313,Research & Development,2,2,2,Female,5,Research Scientist,1,Married,9772,5,No,17,4,1,1,19,4,1,26,7,2,1,Yes
50,Non-Travel,1192,Sales,10,3,2,Female,3,Manufacturing Director,4,Single,19910,7,No,24,4,1,1,23,0,2,25,6,14,14,No
52,Travel_Rarely,270,Human Resources,1,4,1,Male,4,Sales Executive,2,Single,13177,8,Yes,20,4,4,0,26,4,3,16,15,6,3,Yes
30,Travel_Frequently,306,Research & Development,11,3,2,Female,2,Healthcare Representative,3,Married,2932,7,Yes,10,3,3,1,30,1,1,3,14,2,4,No
56,Non-Travel,1087,Human Resources,4,4,3,Male,1,Sales Representative,1,Single,8561,0,Yes,21,3,1,0,16,0,1,2,15,13,4,Yes
22,Non-Travel,585,Human Resources,19,2,4,Male,4,Manufacturing Director,4,Divorced,14497,3,Yes,10,4,4,1,14,3,1,28,6,3,11,No
56,Travel_Frequently,683,Human Resources,2,3,4,Female,1,Manager,3,Married,18165,6,No,24,3,1,1,34,1,3,24,0,8,5,No
50,Travel_Rarely,767,Research & Development,6,2,3,Female,5,Manufacturing Director,1,Divorced,15027,8,Yes,18,4,1,0,27,0,1,12,16,7,9,Yes
27,Travel_Rarely,910,Research & Development,8,2,1,Female,5,Sales Representative,1,Married,6900,5,No,20,4,3,0,29,1,1,13,7,11,9,No
45,Travel_Frequently,728,Human Resources,17,2,2,Female,2,Manufacturing Director,3,Married,6119,8,Yes,13,3,1,1,36,4,1,15,8,3,3,No
31,Travel_Frequently,132,Human Resources,12,3,2,Female,1,Manufacturing Director,2,Single,4465,3,Yes,24,4,4,2,26,5,3,25,8,4,12,No
51,Travel_Rarely,232,Sales,22,3,4,Male,5,Manager,3,Single,14486,7,No,23,4,1,1,12,1,1,25,17,9,12,No
24,Travel_Rarely,100,Research & Development,22,3,1,Male,5,Sales Executive,1,Divorced,4838,7,No,10,4,2,1,35,3,2,31,15,7,15,Yes
28,Travel_Frequently,470,Research & Development,11,4,4,Male,3,Sales Executive,3,Divorced,13571,1,Yes,23,3,3,1,7,5,1,28,14,4,5,No
30,Travel_Rarely,1244,Sales,1,3,1,Female,2,Research Scientist,3,Married,18600,9,Yes,18,3,3,1,36,2,2,26,11,3,15,No
26,Travel_Frequently,1460,Research & Development,27,3,3,Female,3,Sales Executive,4,Divorced,13837,7,No,23,4,2,0,36,4,1,22,9,6,0,No
31,Travel_Rarely,765,Human Resources,10,4,2,Male,5,Manager,2,Divorced,7197,6,Yes,11,3,4,2,31,5,2,34,8,13,12,Yes
43,Travel_Rarely,138,Sales,16,1,4,Female,3,Laboratory Technician,2,Divorced,5743,4,No,12,3,4,1,19,4,3,8,13,11,3,No
44,Travel_Rarely,199,Research & Development,27,1,2,Female,1,Sales Executive,2,Married,19579,6,No,24,3,3,0,9,0,2,4,7,1,1,No
41,Travel_Frequently,1241,Research & Development,19,1,2,Male,4,Manager,3,Married,3905,8,No,15,3,4,0,32,1,1,1,15,10,8,Yes
25,Travel_Rarely,580,Human Resources,17,1,3,Male,5,Manufacturing Director,2,Single,2250,2,No,16,3,4,2,8,0,3,26,10,13,11,No
26,Travel_Frequently,1334,Sales,10,1,1,Female,1,Research Scientist,4,Married,10926,9,No,18,3,1,1,34,0,3,5,2,8,11,No
56,Non-Travel,808,Research & Development,24,1,2,Male,3,Sales Representative,1,Divorced,2412,8,No,15,4,1,2,6,0,3,15,8,6,10,No
28,Non-Travel,1330,Sales,6,3,4,Female,3,Laboratory Technician,1,Single,16607,2,Yes,18,3,2,1,12,0,1,27,2,13,10,Yes
22,Non-Travel,289,Research & Development,14,3,4,Female,4,Laboratory Technician,4,Married,16677,1,Yes,20,3,1,1,9,1,2,25,8,5,0,No
37,Non-Travel,1301,Human Resources,10,3,3,Male,3,Sales Representative,4,Married,4006,4,Yes,21,4,1,2,27,0,3,3,5,5,10,No
18,Non-Travel,864,Human Resources,3,4,1,Female,2,Healthcare Representative,2,Married,8979,7,Yes,22,4,3,2,38,2,3,1,7,13,10,Yes
32,Non-Travel,712,Research & Development,8,4,1,Male,4,Laboratory Technician,3,Divorced,18783,7,Yes,11,4,1,2,7,5,1,22,12,2,14,Yes
53,Travel_Rarely,840,Research & Development,6,2,4,Female,1,Sales Representative,3,Married,14521,8,No,11,4,1,1,26,0,2,11,14,0,8,No
29,Travel_Frequently,558,Human Resources,3,1,4,Female,3,Manufacturing Director,3,Married,3782,6,No,19,3,3,2,6,1,3,12,17,8,7,No
47,Non-Travel,943,Research & Development,22,2,2,Male,2,Research Scientist,4,Divorced,12465,7,No,18,3,1,1,12,3,3,12,2,11,10,No
38,Non-Travel,1178,Sales,20,4,3,Male,5,Manager,4,Single,11521,9,Yes,17,3,3,0,1,3,3,16,3,5,2,No
32,Travel_Frequently,1234,Human Resources,25,4,1,Female,4,Manager,1,Divorced,14212,3,Yes,23,3,1,1,22,3,1,31,6,11,11,Yes
45,Travel_Rarely,1469,Human Resources,1,1,3,Male,4,Sales Executive,2,Married,17922,6,Yes,24,4,3,2,25,2,1,33,13,12,5,Yes
43,Travel_Rarely,677,Research & Development,14,1,1,Female,1,Laboratory Technician,3,Single,11218,5,No,19,3,4,0,17,3,3,26,16,3,14,No
31,Travel_Frequently,1176,Sales,19,3,1,Male,3,Manufacturing Director,4,Divorced,19069,7,Yes,14,3,1,0,39,0,1,18,5,10,2,Yes
27,Non-Travel,1343,Sales,14,4,3,Female,4,Research Scientist,1,Divorced,14511,8,No,12,3,2,0,22,2,3,21,17,3,13,No
56,Travel_Frequently,124,Sales,1,4,4,Male,3,Manufacturing Director,2,Single,2520,1,Yes,21,3,4,0,23,5,1,11,2,9,12,Yes
25,Travel_Rarely,764,Human Resources,13,4,4,Female,1,Sales Executive,4,Single,12042,0,Yes,14,4,4,1,16,4,2,2,13,4,9,Yes
58,Non-Travel,1081,Sales,4,2,2,Female,3,Research Scientist,2,Divorced,8905,2,No,24,4,1,1,11,4,2,14,6,5,4,Yes
37,Travel_Frequently,740,Sales,1,4,3,Male,4,Research Scientist,2,Married,8959,2,No,11,4,1,1,26,4,2,8,2,5,6,No
59,Travel_Frequently,240,Human Resources,21,3,3,Female,4,Manufacturing Director,1,Divorced,14440,1,Yes,11,3,4,0,13,2,3,27,1,8,13,No
32,Non-Travel,1017,Research & Development,3,2,2,Female,2,Healthcare Representative,2,Divorced,14411,2,No,15,3,2,2,35,1,1,26,0,4,13,Yes
41,Travel_Frequently,668,Research & Development,9,1,3,Male,3,Laboratory Technician,3,Single,9003,9,Yes,16,3,4,1,7,4,2,2,0,1,7,No
43,Travel_Frequently,964,Sales,28,3,4,Male,5,Sales Representative,2,Married,3748,6,No,18,3,1,0,35,0,2,15,17,2,3,No
32,Non-Travel,101,Sales,27,2,2,Male,5,Sales Representative,1,Married,3270,4,Yes,11,4,3,1,17,4,3,23,2,9,16,Yes
27,Travel_Frequently,116,Sales,2,2,1,Male,2,Laboratory Technician,4,Single,6456,1,No,18,3,2,1,33,2,2,13,10,2,3,No
39,Travel_Frequently,944,Research & Development,12,1,4,Male,4,Laboratory Technician,1,Single,15337,6,No,13,3,3,0,20,3,2,23,11,7,10,Yes
45,Travel_Frequently,1475,Human Resources,10,1,3,Male,5,Sales Executive,2,Married,4969,2,No,18,4,4,0,12,4,1,32,14,6,14,No
28,Non-Travel,995,Human Resources,18,1,2,Female,1,Laboratory Technician,3,Married,17384,7,No,11,3,2,1,24,5,2,14,0,0,0,No
50,Travel_Rarely,1419,Sales,20,1,1,Male,3,Healthcare Representative,4,Divorced,17044,8,No,23,4,3,1,39,0,2,11,12,9,12,No
44,Travel_Rarely,1286,Human Resources,3,4,2,Male,4,Healthcare Representative,3,Single,11022,3,Yes,16,3,1,1,33,4,1,1,1,2,7,Yes
24,Non-Travel,493,Human Resources,12,1,4,Male,2,Manufacturing Director,4,Single,13012,6,No,11,3,4,1,31,2,1,17,16,11,16,No
57,Travel_Frequently,243,Sales,8,2,2,Male,2,Manager,2,Married,15022,9,No,12,4,4,1,20,5,1,17,11,12,0,Yes
19,Travel_Rarely,882,Research & Development,28,4,4,Male,5,Research Scientist,4,Single,1527,5,Yes,17,4,4,1,32,4,3,21,17,10,13,No
45,Travel_Frequently,968,Research & Development,9,1,1,Male,1,Manager,2,Divorced,10296,1,Yes,15,4,1,2,38,2,3,4,16,7,10,Yes
36,Travel_Rarely,1178,Sales,1,3,1,Female,2,Healthcare Representative,1,Divorced,16765,0,No,11,3,3,1,20,3,3,3,4,9,10,No
45,Travel_Frequently,829,Human Resources,18,2,1,Female,5,Sales Representative,4,Single,18948,2,No,21,3,3,2,14,3,1,17,3,1,4,No
50,Travel_Rarely,1388,Human Resources,25,2,1,Male,4,Healthcare Representative,3,Single,6594,1,No,11,3,4,2,23,5,1,1,16,3,15,No
46,Travel_Frequently,1281,Research & Development,24,2,2,Male,4,Manager,1,Single,10665,4,Yes,24,3,2,1,4,2,1,15,5,6,4,Yes
45,Non-Travel,920,Sales,4,3,3,Female,3,Sales Executive,2,Single,1701,1,Yes,19,4,1,1,33,0,3,4,4,2,16,Yes
53,Travel_Rarely,871,Research & Development,21,4,3,Male,2,Healthcare Representative,1,Single,4016,0,No,19,4,2,1,36,4,3,32,3,2,12,No
47,Non-Travel,126,Research & Development,6,3,3,Male,4,Manager,2,Divorced,2987,1,Yes,10,3,3,0,5,3,2,20,12,2,10,Yes
52,Travel_Rarely,1193,Human Resources,5,1,1,Female,2,Sales Executive,3,Divorced,7889,1,Yes,18,4,4,0,37,0,1,29,2,5,6,No
34,Travel_Frequently,1052,Human Resources,15,1,3,Male,2,Research Scientist,1,Divorced,11751,2,No,13,3,3,2,17,4,1,33,10,12,7,Yes
26,Non-Travel,1354,Human Resources,23,3,3,Female,3,Sales Representative,4,Divorced,7397,6,No,11,4,1,2,5,5,1,17,10,9,15,No
27,Non-Travel,230,Human Resources,25,2,3,Male,1,Research Scientist,4,Single,4872,4,No,24,3,2,2,27,2,3,28,4,8,4,No
43,Travel_Rarely,304,Human Resources,18,1,3,Female,4,Laboratory Technician,3,Single,17596,2,Yes,16,4,2,0,35,2,2,28,3,9,5,Yes
40,Travel_Rarely,1039,Sales,12,3,1,Female,5,Laboratory Technician,2,Married,13137,3,No,20,4,3,2,15,2,2,25,0,8,1,No
21,Non-Travel,784,Sales,17,2,2,Male,4,Manager,1,Married,16146,3,No,16,4,3,0,36,3,2,11,15,8,1,No
26,Non-Travel,922,Human Resources,9,4,3,Female,2,Research Scientist,4,Single,17327,0,No,23,4,3,0,34,2,2,21,5,14,3,No
58,Travel_Frequently,708,Research & Development,4,4,1,Male,1,Laboratory Technician,2,Divorced,17563,7,Yes,16,3,4,2,23,1,1,29,14,13,2,Yes
48,Travel_Rarely,996,Human Resources,12,1,1,Female,4,Healthcare Representative,1,Divorced,9066,8,No,14,4,4,0,26,0,3,7,11,0,1,No
49,Travel_Frequently,1021,Human Resources,5,4,3,Male,3,Sales Executive,2,Married,14473,8,No,24,3,1,2,39,1,3,14,7,5,8,No
26,Travel_Frequently,364,Research & Development,3,4,3,Female,5,Manager,4,Divorced,17616,8,Yes,23,4,4,2,33,3,3,24,9,12,16,No
20,Travel_Frequently,1164,Research & Development,21,3,1,Female,3,Healthcare Representative,3,Divorced,15619,8,Yes,13,4,2,1,8,4,1,32,1,14,15,Yes
30,Travel_Rarely,791,Research & Development,24,3,2,Female,1,Sales Representative,4,Divorced,5455,3,No,20,3,3,2,32,1,1,15,13,14,12,No
53,Travel_Rarely,905,Human Resources,21,2,4,Female,5,Sales Representative,3,Married,18530,7,Yes,22,4,1,1,27,4,2,8,15,6,5,Yes
39,Non-Travel,965,Research & Development,26,2,2,Male,2,Manager,2,Divorced,13358,8,No,10,3,2,1,23,2,1,5,9,2,8,No
50,Travel_Rarely,1142,Research & Development,14,1,2,Male,4,Sales Executive,3,Single,4102,5,No,24,3,1,2,32,0,3,18,14,9,6,No
38,Non-Travel,520,Research & Development,19,1,4,Female,1,Manufacturing Director,3,Single,18010,9,Yes,19,4,1,0,31,1,2,30,7,6,9,No
38,Travel_Frequently,109,Sales,6,3,1,Female,5,Sales Representative,4,Married,16203,9,Yes,17,3,1,1,13,0,3,20,12,9,6,No
43,Travel_Frequently,354,Research & Development,13,3,2,Female,5,Manager,2,Single,11674,3,Yes,10,4,3,0,34,2,2,13,15,9,5,Yes
58,Non-Travel,1452,Research & Development,3,1,2,Female,1,Manufacturing Director,2,Married,8074,0,No,15,3,3,2,30,3,3,13,15,4,16,No
36,Travel_Rarely,411,Sales,18,2,2,Female,5,Research Scientist,1,Married,15930,6,Yes,17,4,2,0,39,4,3,16,15,14,15,No
43,Non-Travel,449,Human Resources,13,3,2,Male,4,Healthcare Representative,2,Married,12311,7,Yes,19,3,1,0,4,2,1,7,8,4,6,Yes
56,Travel_Rarely,1301,Human Resources,16,1,4,Female,5,Sales Executive,3,Divorced,12693,8,No,11,3,4,2,30,2,2,5,7,11,10,No
33,Travel_Frequently,430,Sales,24,1,1,Male,2,Laboratory Technician,2,Married,2583,4,Yes,23,3,2,2,21,0,1,3,0,4,3,Yes
53,Travel_Frequently,750,Sales,2,4,3,Female,2,Laboratory Technician,3,Divorced,4463,7,No,10,4,2,1,23,4,2,0,13,6,7,No
40,Travel_Frequently,618,Research & Development,13,2,3,Female,3,Sales Executive,1,Single,7563,1,Yes,18,3,3,1,0,1,1,26,4,6,12,Yes
54,Travel_Rarely,1025,Sales,12,2,4,Male,3,Manufacturing Director,3,Single,18504,2,Yes,23,3,4,2,27,4,1,21,10,8,1,Yes
37,Non-Travel,932,Sales,21,1,1,Male,4,Sales Executive,4,Divorced,14267,8,Yes,21,3,4,0,33,1,2,22,7,9,9,Yes
44,Travel_Rarely,820,Research & Development,19,1,4,Female,5,Sales Representative,4,Divorced,5288,5,No,21,4,2,2,22,0,1,18,12,5,12,No
31,Travel_Frequently,802,Human Resources,21,3,1,Male,5,Healthcare Representative,2,Divorced,17805,1,Yes,13,4,1,1,17,3,1,6,8,14,14,Yes
44,Travel_Frequently,1267,Sales,24,2,3,Male,5,Research Scientist,3,Single,16023,4,No,13,4,2,1,8,0,3,13,6,7,3,No
31,Travel_Frequently,914,Research & Development,9,2,1,Female,2,Manager,4,Married,2966,2,Yes,11,4,4,2,14,1,3,12,5,12,11,Yes
43,Travel_Frequently,811,Research & Development,11,1,1,Male,1,Sales Executive,2,Single,3225,2,Yes,21,4,1,0,3,1,2,8,14,7,0,Yes
51,Non-Travel,1342,Sales,10,4,3,Male,1,Research Scientist,2,Single,8448,2,Yes,24,3,4,2,20,2,3,8,6,1,5,No
36,Non-Travel,230,Research & Development,23,4,1,Female,1,Healthcare Representative,4,Married,10552,6,No,10,3,4,2,39,3,3,11,9,0,7,No
36,Travel_Rarely,1266,Research & Development,14,2,2,Female,4,Laboratory Technician,4,Single,15655,7,No,18,3,2,0,1,4,1,26,7,13,10,No
31,Travel_Frequently,377,Sales,22,1,2,Male,3,Laboratory Technician,4,Married,12273,0,No,24,3,2,0,38,1,1,33,17,7,5,No
48,Travel_Frequently,564,Human Resources,7,4,2,Female,2,Sales Representative,4,Married,7814,2,Yes,11,3,3,2,12,1,2,1,13,8,12,Yes
42,Travel_Frequently,118,Sales,27,3,1,Female,4,Research Scientist,2,Divorced,13991,1,No,15,4,3,0,12,0,1,0,2,0,2,Yes
39,Non-Travel,899,Research & Development,14,4,3,Male,1,Research Scientist,2,Single,13807,1,Yes,19,4,1,2,16,5,1,18,1,10,15,Yes
19,Travel_Frequently,1264,Sales,28,3,2,Male,2,Sales Executive,4,Married,14484,1,Yes,20,3,4,0,27,3,3,23,0,9,4,No
22,Travel_Frequently,634,Research & Development,13,4,3,Male,3,Healthcare Representative,2,Married,12805,6,No,18,4,3,1,33,3,2,26,1,2,8,No
18,Travel_Rarely,1028,Research & Development,2,1,1,Female,2,Research Scientist,4,Divorced,2517,9,No,15,3,2,2,17,2,3,2,16,5,6,No
53,Travel_Frequently,650,Sales,8,3,1,Female,2,Manager,3,Single,18638,5,Yes,24,3,1,1,19,2,1,17,11,7,13,No
53,Travel_Frequently,1162,Sales,13,2,1,Male,5,Sales Executive,3,Divorced,7473,1,Yes,18,3,1,2,4,4,1,23,13,14,8,Yes
20,Travel_Frequently,1498,Human Resources,4,4,4,Male,4,Manager,3,Single,16546,8,No,23,3,2,0,11,4,1,34,6,1,8,No
19,Non-Travel,1101,Human Resources,22,3,2,Male,2,Manufacturing Director,4,Married,13859,8,No,13,4,1,2,34,1,1,23,15,13,5,No
50,Travel_Rarely,576,Sales,10,3,1,Female,5,Laboratory Technician,1,Divorced,13049,9,Yes,17,3,3,1,34,1,3,29,7,1,2,No
40,Travel_Rarely,1254,Research & Development,24,4,1,Male,1,Sales Executive,1,Married,8432,8,Yes,23,4,3,2,13,0,3,18,2,8,4,Yes
30,Travel_Frequently,153,Human Resources,28,3,1,Male,5,Research Scientist,2,Divorced,15821,2,Yes,19,3,1,0,25,5,2,17,10,13,13,Yes
43,Travel_Rarely,1481,Research & Development,3,3,1,Female,4,Healthcare Representative,2,Single,9761,5,No,20,3,3,0,31,4,1,24,10,12,8,Yes
27,Non-Travel,1275,Sales,8,3,1,Female,2,Sales Representative,2,Divorced,6214,8,No,20,3,1,2,19,5,2,21,13,3,5,No
26,Non-Travel,1014,Sales,17,1,3,Male,5,Manufacturing Director,1,Divorced,3314,0,No,11,4,2,2,38,4,3,13,15,8,13,No
33,Travel_Frequently,969,Human Resources,25,3,3,Female,1,Sales Representative,3,Single,3376,4,No,20,4,3,1,17,3,1,7,9,7,4,No
55,Travel_Frequently,453,Sales,26,2,4,Male,3,Sales Executive,1,Divorced,12609,7,Yes,13,4,4,2,29,0,3,21,12,8,2,Yes
50,Travel_Rarely,703,Human Resources,6,1,4,Female,3,Healthcare Representative,3,Divorced,9519,6,No,17,3,4,2,9,4,1,26,15,13,4,No
25,Travel_Frequently,241,Sales,7,2,3,Male,5,Sales Representative,4,Single,7561,5,No,11,4,4,0,10,2,2,31,17,12,2,No
41,Non-Travel,574,Human Resources,6,2,3,Male,2,Sales Representative,4,Married,10759,7,No,14,4,4,2,36,0,2,27,16,0,9,No
55,Non-Travel,925,Sales,10,2,4,Male,5,Sales Representative,1,Divorced,3599,6,No,12,3,1,0,9,1,2,28,15,2,5,Yes
57,Non-Travel,607,Research & Development,18,2,4,Female,1,Manager,1,Married,17921,6,Yes,18,3,3,2,33,2,2,17,16,12,4,Yes
50,Travel_Frequently,1179,Human Resources,12,4,1,Female,2,Sales Representative,2,Divorced,10836,5,No,10,3,3,2,28,5,3,33,17,7,6,No
23,Travel_Frequently,1294,Human Resources,21,4,3,Male,1,Manager,3,Single,18553,6,Yes,20,3,3,1,29,2,3,20,7,14,1,No
28,Travel_Rarely,886,Sales,12,1,4,Female,2,Research Scientist,2,Married,8937,3,Yes,24,3,3,2,14,3,2,20,13,4,9,Yes
27,Non-Travel,577,Research & Development,17,2,4,Female,4,Sales Representative,1,Single,6999,2,No,18,3,3,0,6,0,1,22,10,14,5,No
24,Non-Travel,524,Sales,16,2,2,Female,1,Manufacturing Director,1,Married,13157,9,Yes,19,3,1,1,32,1,1,4,0,11,16,Yes
25,Travel_Frequently,865,Sales,8,4,3,Female,1,Manufacturing Director,1,Divorced,2151,3,No,20,4,2,0,31,3,3,1,12,1,6,Yes
31,Non-Travel,1107,Human Resources,2,2,2,Male,3,Manager,4,Divorced,5734,6,Yes,18,3,2,2,37,3,2,27,4,13,2,No
41,Travel_Rarely,277,Human Resources,7,3,3,Female,1,Sales Representative,4,Married,10874,3,No,11,4,3,2,19,4,2,19,1,8,8,No
34,Travel_Rarely,727,Human Resources,22,1,3,Female,4,Laboratory Technician,4,Divorced,4308,7,No,19,4,1,0,29,1,3,24,10,9,12,No
35,Travel_Frequently,716,Human Resources,21,3,3,Male,4,Manufacturing Director,3,Married,19793,2,No,24,3,2,2,5,0,2,27,7,12,8,No
28,Travel_Rarely,501,Research & Development,4,2,4,Female,4,Laboratory Technician,1,Married,7834,5,No,20,3,3,0,34,3,3,16,6,5,5,No
24,Travel_Rarely,432,Research & Development,11,4,1,Female,1,Laboratory Technician,3,Divorced,14861,4,No,12,4,3,2,8,5,1,30,7,1,10,No
59,Non-Travel,1277,Research & Development,23,1,1,Male,3,Manufacturing Director,3,Single,18504,0,No,18,4,3,0,39,5,3,12,12,8,8,No
43,Travel_Frequently,705,Human Resources,23,2,4,Male,2,Sales Executive,3,Divorced,2689,4,Yes,23,4,2,0,7,3,3,15,0,7,16,No
27,Travel_Frequently,907,Sales,1,4,2,Female,1,Sales Executive,3,Divorced,5457,5,No,21,3,3,1,34,3,3,13,16,9,12,No
52,Non-Travel,153,Human Resources,23,1,2,Female,1,Manufacturing Director,1,Married,2857,3,Yes,17,4,1,0,38,0,1,13,16,13,10,Yes
52,Travel_Frequently,496,Human Resources,23,2,4,Male,2,Manager,3,Single,6972,4,No,18,3,1,1,23,3,3,27,0,3,14,No
58,Travel_Frequently,413,Human Resources,4,2,3,Female,4,Sales Executive,4,Divorced,12145,5,No,23,4,2,0,21,2,2,10,10,3,15,No
24,Travel_Frequently,560,Research & Development,10,3,3,Male,3,Sales Representative,2,Married,16011,4,No,12,3,1,0,5,0,2,0,1,11,13,No
44,Travel_Frequently,1278,Research & Development,2,1,4,Male,1,Sales Representative,2,Single,9334,3,Yes,13,3,3,1,23,5,1,21,0,0,11,Yes
59,Non-Travel,900,Research & Development,19,3,2,Female,2,Manufacturing Director,1,Married,15556,4,Yes,12,3,3,2,13,3,1,28,4,6,13,Yes
51,Travel_Frequently,1363,Research & Development,25,4,2,Male,1,Laboratory Technician,3,Divorced,16798,1,Yes,23,4,4,0,24,2,3,20,13,10,15,No
27,Travel_Frequently,692,Sales,6,2,1,Female,1,Sales Representative,1,Married,8806,8,No,11,3,1,0,12,0,3,32,1,0,0,No
55,Travel_Frequently,1178,Human Resources,10,1,4,Female,5,Research Scientist,3,Divorced,7731,5,No,12,4,2,2,35,1,1,14,11,11,6,No
35,Travel_Rarely,324,Research & Development,16,2,1,Female,5,Sales Executive,3,Single,16515,8,Yes,12,3,4,0,12,3,1,15,4,10,7,No
38,Travel_Rarely,1241,Sales,3,3,2,Male,1,Manufacturing Director,2,Single,5909,1,No,20,4,4,2,25,5,2,23,11,7,16,No
41,Travel_Rarely,954,Human Resources,9,3,2,Female,3,Manager,2,Married,15330,8,Yes,10,3,3,2,28,3,1,30,3,13,9,Yes
50,Travel_Rarely,154,Research & Development,7,3,4,Female,5,Research Scientist,1,Single,13645,9,No,10,4,2,1,27,2,3,4,17,4,12,No
23,Travel_Frequently,1064,Sales,1,4,2,Female,3,Manufacturing Director,3,Married,6766,5,Yes,16,4,1,0,7,1,3,28,12,1,9,No
40,Non-Travel,770,Research & Development,19,4,1,Male,2,Research Scientist,1,Married,5145,6,No,14,3,2,2,33,1,1,2,0,7,13,Yes
52,Non-Travel,100,Research & Development,21,2,1,Female,1,Laboratory Technician,3,Divorced,12981,7,Yes,12,4,2,1,39,5,1,30,4,3,7,No
41,Non-Travel,1285,Sales,3,4,3,Female,1,Sales Executive,3,Married,14217,3,No,24,3,3,0,21,4,3,13,5,11,8,No
29,Travel_Frequently,851,Sales,4,2,4,Female,5,Sales Executive,3,Single,6333,2,Yes,19,4,4,1,27,1,2,20,10,1,12,Yes
20,Travel_Rarely,949,Research & Development,2,1,1,Male,4,Sales Executive,4,Single,13348,4,Yes,21,3,2,0,27,4,2,34,5,11,12,No
41,Travel_Frequently,908,Human Resources,27,3,3,Female,5,Sales Executive,3,Divorced,11142,1,Yes,24,4,3,1,6,1,3,24,14,10,14,No
47,Non-Travel,226,Human Resources,16,4,1,Female,5,Research Scientist,2,Married,1619,2,Yes,20,3,2,2,25,2,1,12,8,6,5,Yes
41,Non-Travel,564,Sales,16,2,1,Female,2,Manager,1,Married,9703,6,No,14,4,3,1,17,5,3,5,5,6,0,No
59,Non-Travel,1082,Research & Development,3,3,1,Female,4,Laboratory Technician,2,Divorced,6183,5,Yes,18,4,1,2,38,4,2,17,15,4,16,Yes
43,Travel_Frequently,574,Human Resources,1,3,1,Male,1,Research Scientist,3,Single,10317,9,Yes,11,3,2,1,11,5,3,30,17,9,9,Yes
39,Travel_Frequently,1343,Research & Development,26,4,3,Female,4,Sales Executive,2,Divorced,3782,3,No,20,3,2,0,27,3,2,23,1,2,3,Yes
20,Travel_Frequently,544,Research & Development,27,1,4,Male,4,Sales Executive,2,Single,19153,6,Yes,19,3,4,2,4,5,3,18,4,5,10,Yes
41,Travel_Rarely,743,Human Resources,16,1,1,Male,3,Manufacturing Director,3,Divorced,2909,3,No,23,3,1,2,4,0,1,31,7,7,11,No
25,Travel_Rarely,723,Research & Development,4,2,4,Female,3,Healthcare Representative,1,Single,16160,9,Yes,14,4,1,1,18,4,3,17,6,7,13,Yes
48,Travel_Rarely,126,Human Resources,1,1,1,Male,3,Research Scientist,4,Married,5872,7,No,10,3,4,1,34,2,1,21,7,6,10,No
24,Non-Travel,1236,Research & Development,24,4,4,Male,5,Healthcare Representative,4,Married,12942,4,Yes,15,4,2,0,19,0,3,14,12,0,13,No
56,Travel_Rarely,289,Research & Development,15,3,4,Male,3,Healthcare Representative,1,Married,3842,7,No,14,3,3,0,9,3,3,28,15,3,1,No
30,Non-Travel,756,Research & Development,10,3,3,Female,3,Healthcare Representative,4,Divorced,2454,4,Yes,24,4,3,0,31,0,1,30,2,6,4,Yes
36,Travel_Frequently,1370,Human Resources,1,3,2,Female,2,Laboratory Technician,3,Married,18672,9,Yes,21,3,3,1,25,3,2,22,15,8,3,No
24,Non-Travel,1491,Research & Development,16,2,4,Male,5,Manager,4,Divorced,3863,8,Yes,15,3,2,1,10,2,1,18,5,0,9,No
26,Travel_Rarely,422,Sales,25,1,2,Male,1,Manager,4,Divorced,12239,3,No,24,3,3,1,37,5,3,26,2,12,14,No
56,Travel_Rarely,626,Research & Development,24,4,1,Male,4,Manager,2,Single,13335,5,No,14,4,4,1,26,4,3,22,11,4,1,No
29,Travel_Rarely,892,Sales,21,2,2,Female,3,Healthcare Representative,4,Divorced,5579,1,No,20,4,4,0,28,3,1,6,1,11,6,No
39,Travel_Frequently,1078,Sales,2,2,1,Male,2,Manager,4,Married,18492,2,Yes,13,3,3,0,23,5,3,17,14,12,9,No
59,Travel_Frequently,450,Human Resources,22,2,2,Male,3,Manufacturing Director,3,Married,16352,6,Yes,11,3,1,2,9,2,1,25,14,8,4,No
44,Travel_Rarely,868,Research & Development,20,2,1,Male,4,Healthcare Representative,2,Single,2398,0,Yes,21,4,2,1,17,5,2,5,15,8,2,Yes
